doc_id,unit_id,temporal_index,content,modality
lecture_49,U6,6,σ(x) = 1 / (1 + e^-x),equation
lecture_49,U7,7,softmax(z_i) = e^{z_i} / Σ e^{z_j},equation
lecture_49,U8,8,Introduction to linear regression and supervised learning,text
lecture_49,U9,9,Hyperparameter tuning results table,table
lecture_49,U10,10,Training data table with input-output pairs,table
lecture_49,U11,11,Training data table with input-output pairs,table
lecture_49,U12,12,Hyperparameter tuning results table,table
lecture_49,U13,13,Diagram showing regression line fitting data points,diagram
lecture_49,U14,14,Evaluation metrics table including precision recall and F1,table
lecture_49,U15,15,Neural network architecture diagram,diagram
lecture_49,U16,16,L = (1/n) Σ (y - ŷ)^2,equation
lecture_49,U17,17,Training data table with input-output pairs,table
lecture_49,U18,18,y = wx + b,equation
lecture_49,U19,19,Visualization of decision boundary,diagram
lecture_49,U20,20,Neural network architecture diagram,diagram
lecture_50,U1,1,σ(x) = 1 / (1 + e^-x),equation
lecture_50,U2,2,Neural network architecture diagram,diagram
lecture_50,U3,3,y = wx + b,equation
lecture_50,U4,4,Explanation of feature scaling and normalization,text
lecture_50,U5,5,Flowchart of machine learning pipeline,diagram
lecture_50,U6,6,Evaluation metrics table including precision recall and F1,table
lecture_50,U7,7,Discussion of overfitting and model generalization,text
lecture_50,U8,8,Dataset statistics table showing samples and features,table
lecture_50,U9,9,Diagram showing regression line fitting data points,diagram
lecture_50,U10,10,Dataset statistics table showing samples and features,table
lecture_50,U11,11,Dataset statistics table showing samples and features,table
lecture_50,U12,12,Flowchart of machine learning pipeline,diagram
lecture_50,U13,13,Introduction to linear regression and supervised learning,text
lecture_50,U14,14,Diagram showing regression line fitting data points,diagram
lecture_50,U15,15,Discussion of overfitting and model generalization,text
lecture_50,U16,16,Discussion of overfitting and model generalization,text
lecture_50,U17,17,Graphical illustration of gradient descent,diagram
lecture_50,U18,18,Dataset statistics table showing samples and features,table
lecture_50,U19,19,Explanation of feature scaling and normalization,text
lecture_50,U20,20,L = (1/n) Σ (y - ŷ)^2,equation
lecture_51,U1,1,Introduction to linear regression and supervised learning,text
lecture_51,U2,2,L = (1/n) Σ (y - ŷ)^2,equation
lecture_51,U3,3,Discussion of overfitting and model generalization,text
lecture_51,U4,4,Discussion of overfitting and model generalization,text
lecture_51,U5,5,Flowchart of machine learning pipeline,diagram
lecture_51,U6,6,L = (1/n) Σ (y - ŷ)^2,equation
lecture_51,U7,7,L = (1/n) Σ (y - ŷ)^2,equation
lecture_51,U8,8,Discussion of overfitting and model generalization,text
lecture_51,U9,9,Flowchart of machine learning pipeline,diagram
lecture_51,U10,10,Flowchart of machine learning pipeline,diagram
lecture_51,U11,11,softmax(z_i) = e^{z_i} / Σ e^{z_j},equation
lecture_51,U12,12,Evaluation metrics table including precision recall and F1,table
lecture_51,U13,13,Evaluation metrics table including precision recall and F1,table
lecture_51,U14,14,Graphical illustration of gradient descent,diagram
lecture_51,U15,15,Visualization of decision boundary,diagram
lecture_51,U16,16,L = (1/n) Σ (y - ŷ)^2,equation
lecture_51,U17,17,y = wx + b,equation
lecture_51,U18,18,Graphical illustration of gradient descent,diagram
lecture_51,U19,19,Visualization of decision boundary,diagram
lecture_51,U20,20,Introduction to linear regression and supervised learning,text
lecture_52,U1,1,Introduction to linear regression and supervised learning,text
lecture_52,U2,2,Explanation of feature scaling and normalization,text
lecture_52,U3,3,Visualization of decision boundary,diagram
lecture_52,U4,4,Discussion of overfitting and model generalization,text
lecture_52,U5,5,Diagram showing regression line fitting data points,diagram
lecture_52,U6,6,Overview of neural networks and activation functions,text
lecture_52,U7,7,Evaluation metrics table including precision recall and F1,table
lecture_52,U8,8,Overview of neural networks and activation functions,text
lecture_52,U9,9,softmax(z_i) = e^{z_i} / Σ e^{z_j},equation
lecture_52,U10,10,Neural network architecture diagram,diagram
lecture_52,U11,11,Neural network architecture diagram,diagram
lecture_52,U12,12,Diagram showing regression line fitting data points,diagram
lecture_52,U13,13,Overview of neural networks and activation functions,text
lecture_52,U14,14,Neural network architecture diagram,diagram
lecture_52,U15,15,∂L/∂w = (ŷ - y)x,equation
lecture_52,U16,16,L = (1/n) Σ (y - ŷ)^2,equation
lecture_52,U17,17,Overview of neural networks and activation functions,text
lecture_52,U18,18,Neural network architecture diagram,diagram
lecture_52,U19,19,Dataset statistics table showing samples and features,table
lecture_52,U20,20,Flowchart of machine learning pipeline,diagram
lecture_53,U1,1,Evaluation metrics table including precision recall and F1,table
lecture_53,U2,2,Discussion of overfitting and model generalization,text
lecture_53,U3,3,Visualization of decision boundary,diagram
lecture_53,U4,4,softmax(z_i) = e^{z_i} / Σ e^{z_j},equation
lecture_53,U5,5,Flowchart of machine learning pipeline,diagram
lecture_53,U6,6,Discussion of overfitting and model generalization,text
lecture_53,U7,7,Neural network architecture diagram,diagram
lecture_53,U8,8,Explanation of feature scaling and normalization,text
lecture_53,U9,9,Explanation of feature scaling and normalization,text
lecture_53,U10,10,Explanation of feature scaling and normalization,text
lecture_53,U11,11,Diagram showing regression line fitting data points,diagram
lecture_53,U12,12,∂L/∂w = (ŷ - y)x,equation
lecture_53,U13,13,y = wx + b,equation
lecture_53,U14,14,Dataset statistics table showing samples and features,table
lecture_53,U15,15,Diagram showing regression line fitting data points,diagram
lecture_53,U16,16,Overview of neural networks and activation functions,text
lecture_53,U17,17,Explanation of gradient descent optimization,text
lecture_53,U18,18,Training data table with input-output pairs,table
lecture_53,U19,19,Training data table with input-output pairs,table
lecture_53,U20,20,Comparison table of algorithm performance metrics,table
lecture_54,U1,1,Introduction to linear regression and supervised learning,text
lecture_54,U2,2,L = (1/n) Σ (y - ŷ)^2,equation
lecture_54,U3,3,σ(x) = 1 / (1 + e^-x),equation
lecture_54,U4,4,Hyperparameter tuning results table,table
lecture_54,U5,5,y = wx + b,equation
lecture_54,U6,6,∂L/∂w = (ŷ - y)x,equation
lecture_54,U7,7,Discussion of overfitting and model generalization,text
lecture_54,U8,8,Graphical illustration of gradient descent,diagram
lecture_54,U9,9,∂L/∂w = (ŷ - y)x,equation
lecture_54,U10,10,L = (1/n) Σ (y - ŷ)^2,equation
lecture_54,U11,11,y = wx + b,equation
lecture_54,U12,12,Flowchart of machine learning pipeline,diagram
lecture_54,U13,13,softmax(z_i) = e^{z_i} / Σ e^{z_j},equation
lecture_54,U14,14,y = wx + b,equation
lecture_54,U15,15,Neural network architecture diagram,diagram
lecture_54,U16,16,Visualization of decision boundary,diagram
lecture_54,U17,17,∂L/∂w = (ŷ - y)x,equation
lecture_54,U18,18,Visualization of decision boundary,diagram
lecture_54,U19,19,∂L/∂w = (ŷ - y)x,equation
lecture_54,U20,20,Explanation of feature scaling and normalization,text
lecture_55,U1,1,Training data table with input-output pairs,table
lecture_55,U2,2,σ(x) = 1 / (1 + e^-x),equation
lecture_55,U3,3,Neural network architecture diagram,diagram
lecture_55,U4,4,Comparison table of algorithm performance metrics,table
lecture_55,U5,5,σ(x) = 1 / (1 + e^-x),equation
lecture_55,U6,6,Neural network architecture diagram,diagram
lecture_55,U7,7,y = wx + b,equation
lecture_55,U8,8,Neural network architecture diagram,diagram
lecture_55,U9,9,Flowchart of machine learning pipeline,diagram
lecture_55,U10,10,Overview of neural networks and activation functions,text
lecture_55,U11,11,∂L/∂w = (ŷ - y)x,equation
lecture_55,U12,12,Explanation of feature scaling and normalization,text
lecture_55,U13,13,Flowchart of machine learning pipeline,diagram
lecture_55,U14,14,L = (1/n) Σ (y - ŷ)^2,equation
lecture_55,U15,15,y = wx + b,equation
lecture_55,U16,16,Evaluation metrics table including precision recall and F1,table
lecture_55,U17,17,Explanation of gradient descent optimization,text
lecture_55,U18,18,Training data table with input-output pairs,table
lecture_55,U19,19,Diagram showing regression line fitting data points,diagram
lecture_55,U20,20,Explanation of gradient descent optimization,text
lecture_56,U1,1,Explanation of gradient descent optimization,text
lecture_56,U2,2,Visualization of decision boundary,diagram
lecture_56,U3,3,Visualization of decision boundary,diagram
lecture_56,U4,4,Evaluation metrics table including precision recall and F1,table
lecture_56,U5,5,Visualization of decision boundary,diagram
lecture_56,U6,6,Diagram showing regression line fitting data points,diagram
lecture_56,U7,7,Graphical illustration of gradient descent,diagram
lecture_56,U8,8,y = wx + b,equation
lecture_56,U9,9,Training data table with input-output pairs,table
lecture_56,U10,10,∂L/∂w = (ŷ - y)x,equation
lecture_56,U11,11,Hyperparameter tuning results table,table
lecture_56,U12,12,Overview of neural networks and activation functions,text
lecture_56,U13,13,Discussion of overfitting and model generalization,text
lecture_56,U14,14,Explanation of feature scaling and normalization,text
lecture_56,U15,15,Explanation of gradient descent optimization,text
lecture_56,U16,16,Introduction to linear regression and supervised learning,text
lecture_56,U17,17,Hyperparameter tuning results table,table
lecture_56,U18,18,Graphical illustration of gradient descent,diagram
lecture_56,U19,19,σ(x) = 1 / (1 + e^-x),equation
lecture_56,U20,20,σ(x) = 1 / (1 + e^-x),equation
lecture_57,U1,1,Evaluation metrics table including precision recall and F1,table
lecture_57,U2,2,Overview of neural networks and activation functions,text
lecture_57,U3,3,Neural network architecture diagram,diagram
lecture_57,U4,4,Overview of neural networks and activation functions,text
lecture_57,U5,5,softmax(z_i) = e^{z_i} / Σ e^{z_j},equation
lecture_57,U6,6,σ(x) = 1 / (1 + e^-x),equation
lecture_57,U7,7,Explanation of feature scaling and normalization,text
lecture_57,U8,8,y = wx + b,equation
lecture_57,U9,9,Graphical illustration of gradient descent,diagram
lecture_57,U10,10,Flowchart of machine learning pipeline,diagram
lecture_57,U11,11,∂L/∂w = (ŷ - y)x,equation
lecture_57,U12,12,Explanation of gradient descent optimization,text
lecture_57,U13,13,Discussion of overfitting and model generalization,text
lecture_57,U14,14,Graphical illustration of gradient descent,diagram
lecture_57,U15,15,Visualization of decision boundary,diagram
lecture_57,U16,16,Introduction to linear regression and supervised learning,text
lecture_57,U17,17,σ(x) = 1 / (1 + e^-x),equation
lecture_57,U18,18,Explanation of feature scaling and normalization,text
lecture_57,U19,19,Neural network architecture diagram,diagram
lecture_57,U20,20,Visualization of decision boundary,diagram
lecture_58,U1,1,Discussion of overfitting and model generalization,text
lecture_58,U2,2,Comparison table of algorithm performance metrics,table
lecture_58,U3,3,y = wx + b,equation
lecture_58,U4,4,Comparison table of algorithm performance metrics,table
lecture_58,U5,5,σ(x) = 1 / (1 + e^-x),equation
lecture_58,U6,6,Graphical illustration of gradient descent,diagram
lecture_58,U7,7,Dataset statistics table showing samples and features,table
lecture_58,U8,8,y = wx + b,equation
lecture_58,U9,9,Comparison table of algorithm performance metrics,table
lecture_58,U10,10,Diagram showing regression line fitting data points,diagram
lecture_58,U11,11,Explanation of feature scaling and normalization,text
lecture_58,U12,12,Diagram showing regression line fitting data points,diagram
lecture_58,U13,13,Discussion of overfitting and model generalization,text
lecture_58,U14,14,Comparison table of algorithm performance metrics,table
lecture_58,U15,15,Hyperparameter tuning results table,table
lecture_58,U16,16,Overview of neural networks and activation functions,text
lecture_58,U17,17,σ(x) = 1 / (1 + e^-x),equation
lecture_58,U18,18,Introduction to linear regression and supervised learning,text
lecture_58,U19,19,Evaluation metrics table including precision recall and F1,table
lecture_58,U20,20,Discussion of overfitting and model generalization,text
lecture_59,U1,1,σ(x) = 1 / (1 + e^-x),equation
lecture_59,U2,2,Explanation of feature scaling and normalization,text
lecture_59,U3,3,σ(x) = 1 / (1 + e^-x),equation
lecture_59,U4,4,L = (1/n) Σ (y - ŷ)^2,equation
lecture_59,U5,5,Visualization of decision boundary,diagram
lecture_59,U6,6,Graphical illustration of gradient descent,diagram
lecture_59,U7,7,Flowchart of machine learning pipeline,diagram
lecture_59,U8,8,Introduction to linear regression and supervised learning,text
lecture_59,U9,9,L = (1/n) Σ (y - ŷ)^2,equation
lecture_59,U10,10,∂L/∂w = (ŷ - y)x,equation
lecture_59,U11,11,Hyperparameter tuning results table,table
lecture_59,U12,12,L = (1/n) Σ (y - ŷ)^2,equation
lecture_59,U13,13,Introduction to linear regression and supervised learning,text
lecture_59,U14,14,Training data table with input-output pairs,table
lecture_59,U15,15,Flowchart of machine learning pipeline,diagram
lecture_59,U16,16,Flowchart of machine learning pipeline,diagram
lecture_59,U17,17,σ(x) = 1 / (1 + e^-x),equation
lecture_59,U18,18,Graphical illustration of gradient descent,diagram
lecture_59,U19,19,Comparison table of algorithm performance metrics,table
lecture_59,U20,20,Neural network architecture diagram,diagram
lecture_60,U1,1,Explanation of gradient descent optimization,text
lecture_60,U2,2,Graphical illustration of gradient descent,diagram
lecture_60,U3,3,Visualization of decision boundary,diagram
lecture_60,U4,4,Evaluation metrics table including precision recall and F1,table
lecture_60,U5,5,Graphical illustration of gradient descent,diagram
lecture_60,U6,6,Evaluation metrics table including precision recall and F1,table
lecture_60,U7,7,softmax(z_i) = e^{z_i} / Σ e^{z_j},equation
lecture_60,U8,8,σ(x) = 1 / (1 + e^-x),equation
lecture_60,U9,9,Evaluation metrics table including precision recall and F1,table
lecture_60,U10,10,softmax(z_i) = e^{z_i} / Σ e^{z_j},equation
lecture_60,U11,11,Dataset statistics table showing samples and features,table
lecture_60,U12,12,Hyperparameter tuning results table,table
lecture_60,U13,13,Introduction to linear regression and supervised learning,text
lecture_60,U14,14,Flowchart of machine learning pipeline,diagram
lecture_60,U15,15,Discussion of overfitting and model generalization,text
lecture_60,U16,16,Discussion of overfitting and model generalization,text
lecture_60,U17,17,softmax(z_i) = e^{z_i} / Σ e^{z_j},equation
lecture_60,U18,18,∂L/∂w = (ŷ - y)x,equation
lecture_60,U19,19,Neural network architecture diagram,diagram
lecture_60,U20,20,σ(x) = 1 / (1 + e^-x),equation
lecture_61,U1,1,Training data table with input-output pairs,table
lecture_61,U2,2,Explanation of feature scaling and normalization,text
lecture_61,U3,3,∂L/∂w = (ŷ - y)x,equation
lecture_61,U4,4,Explanation of gradient descent optimization,text
lecture_61,U5,5,Visualization of decision boundary,diagram
lecture_61,U6,6,Visualization of decision boundary,diagram
lecture_61,U7,7,Explanation of gradient descent optimization,text
lecture_61,U8,8,Explanation of feature scaling and normalization,text
lecture_61,U9,9,Hyperparameter tuning results table,table
lecture_61,U10,10,y = wx + b,equation
lecture_61,U11,11,Dataset statistics table showing samples and features,table
lecture_61,U12,12,Introduction to linear regression and supervised learning,text
lecture_61,U13,13,Explanation of feature scaling and normalization,text
lecture_61,U14,14,Introduction to linear regression and supervised learning,text
lecture_61,U15,15,softmax(z_i) = e^{z_i} / Σ e^{z_j},equation
lecture_61,U16,16,Evaluation metrics table including precision recall and F1,table
lecture_61,U17,17,Flowchart of machine learning pipeline,diagram
lecture_61,U18,18,Diagram showing regression line fitting data points,diagram
lecture_61,U19,19,Overview of neural networks and activation functions,text
lecture_61,U20,20,Dataset statistics table showing samples and features,table
lecture_62,U1,1,Flowchart of machine learning pipeline,diagram
lecture_62,U2,2,Hyperparameter tuning results table,table
lecture_62,U3,3,Neural network architecture diagram,diagram
lecture_62,U4,4,Hyperparameter tuning results table,table
lecture_62,U5,5,Overview of neural networks and activation functions,text
lecture_62,U6,6,L = (1/n) Σ (y - ŷ)^2,equation
lecture_62,U7,7,Visualization of decision boundary,diagram
lecture_62,U8,8,Evaluation metrics table including precision recall and F1,table
lecture_62,U9,9,Dataset statistics table showing samples and features,table
lecture_62,U10,10,L = (1/n) Σ (y - ŷ)^2,equation
lecture_62,U11,11,∂L/∂w = (ŷ - y)x,equation
lecture_62,U12,12,Comparison table of algorithm performance metrics,table
lecture_62,U13,13,Graphical illustration of gradient descent,diagram
lecture_62,U14,14,Comparison table of algorithm performance metrics,table
lecture_62,U15,15,Explanation of gradient descent optimization,text
lecture_62,U16,16,Explanation of gradient descent optimization,text
lecture_62,U17,17,Discussion of overfitting and model generalization,text
lecture_62,U18,18,σ(x) = 1 / (1 + e^-x),equation
lecture_62,U19,19,∂L/∂w = (ŷ - y)x,equation
lecture_62,U20,20,Evaluation metrics table including precision recall and F1,table
lecture_63,U1,1,Neural network architecture diagram,diagram
lecture_63,U2,2,Flowchart of machine learning pipeline,diagram
lecture_63,U3,3,∂L/∂w = (ŷ - y)x,equation
lecture_63,U4,4,Hyperparameter tuning results table,table
lecture_63,U5,5,L = (1/n) Σ (y - ŷ)^2,equation
lecture_63,U6,6,Dataset statistics table showing samples and features,table
lecture_63,U7,7,Introduction to linear regression and supervised learning,text
lecture_63,U8,8,Overview of neural networks and activation functions,text
lecture_63,U9,9,Graphical illustration of gradient descent,diagram
lecture_63,U10,10,Hyperparameter tuning results table,table
lecture_63,U11,11,Comparison table of algorithm performance metrics,table
lecture_63,U12,12,σ(x) = 1 / (1 + e^-x),equation
lecture_63,U13,13,Evaluation metrics table including precision recall and F1,table
lecture_63,U14,14,Graphical illustration of gradient descent,diagram
lecture_63,U15,15,Neural network architecture diagram,diagram
lecture_63,U16,16,Visualization of decision boundary,diagram
lecture_63,U17,17,Explanation of gradient descent optimization,text
lecture_63,U18,18,Neural network architecture diagram,diagram
lecture_63,U19,19,Dataset statistics table showing samples and features,table
lecture_63,U20,20,y = wx + b,equation
lecture_64,U1,1,σ(x) = 1 / (1 + e^-x),equation
lecture_64,U2,2,Explanation of feature scaling and normalization,text
lecture_64,U3,3,Introduction to linear regression and supervised learning,text
lecture_64,U4,4,Evaluation metrics table including precision recall and F1,table
lecture_64,U5,5,Comparison table of algorithm performance metrics,table
lecture_64,U6,6,Hyperparameter tuning results table,table
lecture_64,U7,7,Discussion of overfitting and model generalization,text
lecture_64,U8,8,Hyperparameter tuning results table,table
lecture_64,U9,9,Introduction to linear regression and supervised learning,text
lecture_64,U10,10,σ(x) = 1 / (1 + e^-x),equation
lecture_64,U11,11,Hyperparameter tuning results table,table
lecture_64,U12,12,Hyperparameter tuning results table,table
lecture_64,U13,13,Visualization of decision boundary,diagram
lecture_64,U14,14,Overview of neural networks and activation functions,text
lecture_64,U15,15,Comparison table of algorithm performance metrics,table
lecture_64,U16,16,Diagram showing regression line fitting data points,diagram
lecture_64,U17,17,softmax(z_i) = e^{z_i} / Σ e^{z_j},equation
lecture_64,U18,18,Neural network architecture diagram,diagram
lecture_64,U19,19,Hyperparameter tuning results table,table
lecture_64,U20,20,Explanation of gradient descent optimization,text
lecture_65,U1,1,σ(x) = 1 / (1 + e^-x),equation
lecture_65,U2,2,σ(x) = 1 / (1 + e^-x),equation
lecture_65,U3,3,Explanation of feature scaling and normalization,text
lecture_65,U4,4,Hyperparameter tuning results table,table
lecture_65,U5,5,Visualization of decision boundary,diagram
lecture_65,U6,6,Training data table with input-output pairs,table
lecture_65,U7,7,Explanation of gradient descent optimization,text
lecture_65,U8,8,Visualization of decision boundary,diagram
lecture_65,U9,9,Diagram showing regression line fitting data points,diagram
lecture_65,U10,10,Dataset statistics table showing samples and features,table
lecture_65,U11,11,L = (1/n) Σ (y - ŷ)^2,equation
lecture_65,U12,12,Comparison table of algorithm performance metrics,table
lecture_65,U13,13,∂L/∂w = (ŷ - y)x,equation
lecture_65,U14,14,Diagram showing regression line fitting data points,diagram
lecture_65,U15,15,Comparison table of algorithm performance metrics,table
lecture_65,U16,16,σ(x) = 1 / (1 + e^-x),equation
lecture_65,U17,17,Visualization of decision boundary,diagram
lecture_65,U18,18,Graphical illustration of gradient descent,diagram
lecture_65,U19,19,y = wx + b,equation
lecture_65,U20,20,Explanation of gradient descent optimization,text
lecture_66,U1,1,Hyperparameter tuning results table,table
lecture_66,U2,2,Explanation of feature scaling and normalization,text
lecture_66,U3,3,Evaluation metrics table including precision recall and F1,table
lecture_66,U4,4,Visualization of decision boundary,diagram
lecture_66,U5,5,σ(x) = 1 / (1 + e^-x),equation
lecture_66,U6,6,y = wx + b,equation
lecture_66,U7,7,Training data table with input-output pairs,table
lecture_66,U8,8,y = wx + b,equation
lecture_66,U9,9,Hyperparameter tuning results table,table
lecture_66,U10,10,softmax(z_i) = e^{z_i} / Σ e^{z_j},equation
lecture_66,U11,11,L = (1/n) Σ (y - ŷ)^2,equation
lecture_66,U12,12,Neural network architecture diagram,diagram
lecture_66,U13,13,Discussion of overfitting and model generalization,text
lecture_66,U14,14,L = (1/n) Σ (y - ŷ)^2,equation
lecture_66,U15,15,Flowchart of machine learning pipeline,diagram
lecture_66,U16,16,Overview of neural networks and activation functions,text
lecture_66,U17,17,softmax(z_i) = e^{z_i} / Σ e^{z_j},equation
lecture_66,U18,18,Explanation of feature scaling and normalization,text
lecture_66,U19,19,y = wx + b,equation
lecture_66,U20,20,L = (1/n) Σ (y - ŷ)^2,equation
lecture_67,U1,1,y = wx + b,equation
lecture_67,U2,2,Discussion of overfitting and model generalization,text
lecture_67,U3,3,Diagram showing regression line fitting data points,diagram
lecture_67,U4,4,Hyperparameter tuning results table,table
lecture_67,U5,5,Diagram showing regression line fitting data points,diagram
lecture_67,U6,6,softmax(z_i) = e^{z_i} / Σ e^{z_j},equation
lecture_67,U7,7,Comparison table of algorithm performance metrics,table
lecture_67,U8,8,Hyperparameter tuning results table,table
lecture_67,U9,9,Evaluation metrics table including precision recall and F1,table
lecture_67,U10,10,Explanation of gradient descent optimization,text
lecture_67,U11,11,Discussion of overfitting and model generalization,text
lecture_67,U12,12,Discussion of overfitting and model generalization,text
lecture_67,U13,13,Explanation of gradient descent optimization,text
lecture_67,U14,14,Comparison table of algorithm performance metrics,table
lecture_67,U15,15,∂L/∂w = (ŷ - y)x,equation
lecture_67,U16,16,Flowchart of machine learning pipeline,diagram
lecture_67,U17,17,L = (1/n) Σ (y - ŷ)^2,equation
lecture_67,U18,18,Graphical illustration of gradient descent,diagram
lecture_67,U19,19,Discussion of overfitting and model generalization,text
lecture_67,U20,20,y = wx + b,equation
lecture_68,U1,1,softmax(z_i) = e^{z_i} / Σ e^{z_j},equation
lecture_68,U2,2,Training data table with input-output pairs,table
lecture_68,U3,3,Explanation of gradient descent optimization,text
lecture_68,U4,4,Neural network architecture diagram,diagram
lecture_68,U5,5,σ(x) = 1 / (1 + e^-x),equation
lecture_68,U6,6,L = (1/n) Σ (y - ŷ)^2,equation
lecture_68,U7,7,softmax(z_i) = e^{z_i} / Σ e^{z_j},equation
lecture_68,U8,8,Explanation of gradient descent optimization,text
lecture_68,U9,9,L = (1/n) Σ (y - ŷ)^2,equation
lecture_68,U10,10,Discussion of overfitting and model generalization,text
lecture_68,U11,11,L = (1/n) Σ (y - ŷ)^2,equation
lecture_68,U12,12,Training data table with input-output pairs,table
lecture_68,U13,13,∂L/∂w = (ŷ - y)x,equation
lecture_68,U14,14,Training data table with input-output pairs,table
lecture_68,U15,15,Diagram showing regression line fitting data points,diagram
lecture_68,U16,16,Evaluation metrics table including precision recall and F1,table
lecture_68,U17,17,∂L/∂w = (ŷ - y)x,equation
lecture_68,U18,18,σ(x) = 1 / (1 + e^-x),equation
lecture_68,U19,19,softmax(z_i) = e^{z_i} / Σ e^{z_j},equation
lecture_68,U20,20,Comparison table of algorithm performance metrics,table
lecture_69,U1,1,Explanation of gradient descent optimization,text
lecture_69,U2,2,Dataset statistics table showing samples and features,table
lecture_69,U3,3,softmax(z_i) = e^{z_i} / Σ e^{z_j},equation
lecture_69,U4,4,softmax(z_i) = e^{z_i} / Σ e^{z_j},equation
lecture_69,U5,5,Introduction to linear regression and supervised learning,text
lecture_69,U6,6,Introduction to linear regression and supervised learning,text
lecture_69,U7,7,softmax(z_i) = e^{z_i} / Σ e^{z_j},equation
lecture_69,U8,8,Explanation of gradient descent optimization,text
lecture_69,U9,9,Visualization of decision boundary,diagram
lecture_69,U10,10,Visualization of decision boundary,diagram
lecture_69,U11,11,Hyperparameter tuning results table,table
lecture_69,U12,12,Comparison table of algorithm performance metrics,table
lecture_69,U13,13,Dataset statistics table showing samples and features,table
lecture_69,U14,14,Comparison table of algorithm performance metrics,table
lecture_69,U15,15,L = (1/n) Σ (y - ŷ)^2,equation
lecture_69,U16,16,Flowchart of machine learning pipeline,diagram
lecture_69,U17,17,softmax(z_i) = e^{z_i} / Σ e^{z_j},equation
lecture_69,U18,18,y = wx + b,equation
lecture_69,U19,19,Comparison table of algorithm performance metrics,table
lecture_69,U20,20,Explanation of gradient descent optimization,text
lecture_70,U1,1,Flowchart of machine learning pipeline,diagram
lecture_70,U2,2,Graphical illustration of gradient descent,diagram
lecture_70,U3,3,Hyperparameter tuning results table,table
lecture_70,U4,4,Training data table with input-output pairs,table
lecture_70,U5,5,Neural network architecture diagram,diagram
lecture_70,U6,6,Dataset statistics table showing samples and features,table
lecture_70,U7,7,σ(x) = 1 / (1 + e^-x),equation
lecture_70,U8,8,Explanation of gradient descent optimization,text
lecture_70,U9,9,Discussion of overfitting and model generalization,text
lecture_70,U10,10,Flowchart of machine learning pipeline,diagram
lecture_70,U11,11,Explanation of feature scaling and normalization,text
lecture_70,U12,12,Discussion of overfitting and model generalization,text
lecture_70,U13,13,Introduction to linear regression and supervised learning,text
lecture_70,U14,14,Training data table with input-output pairs,table
lecture_70,U15,15,L = (1/n) Σ (y - ŷ)^2,equation
lecture_70,U16,16,Neural network architecture diagram,diagram
lecture_70,U17,17,Visualization of decision boundary,diagram
lecture_70,U18,18,Graphical illustration of gradient descent,diagram
lecture_70,U19,19,Hyperparameter tuning results table,table
lecture_70,U20,20,softmax(z_i) = e^{z_i} / Σ e^{z_j},equation
lecture_71,U1,1,L = (1/n) Σ (y - ŷ)^2,equation
lecture_71,U2,2,Discussion of overfitting and model generalization,text
lecture_71,U3,3,Graphical illustration of gradient descent,diagram
lecture_71,U4,4,Flowchart of machine learning pipeline,diagram
lecture_71,U5,5,Comparison table of algorithm performance metrics,table
lecture_71,U6,6,Introduction to linear regression and supervised learning,text
lecture_71,U7,7,Flowchart of machine learning pipeline,diagram
lecture_71,U8,8,Overview of neural networks and activation functions,text
lecture_71,U9,9,y = wx + b,equation
lecture_71,U10,10,σ(x) = 1 / (1 + e^-x),equation
lecture_71,U11,11,Evaluation metrics table including precision recall and F1,table
lecture_71,U12,12,Explanation of gradient descent optimization,text
lecture_71,U13,13,Neural network architecture diagram,diagram
lecture_71,U14,14,Hyperparameter tuning results table,table
lecture_71,U15,15,Flowchart of machine learning pipeline,diagram
lecture_71,U16,16,Discussion of overfitting and model generalization,text
lecture_71,U17,17,Overview of neural networks and activation functions,text
lecture_71,U18,18,Training data table with input-output pairs,table
lecture_71,U19,19,Neural network architecture diagram,diagram
lecture_71,U20,20,Flowchart of machine learning pipeline,diagram
lecture_72,U1,1,Dataset statistics table showing samples and features,table
lecture_72,U2,2,Hyperparameter tuning results table,table
lecture_72,U3,3,Evaluation metrics table including precision recall and F1,table
lecture_72,U4,4,Flowchart of machine learning pipeline,diagram
lecture_72,U5,5,Training data table with input-output pairs,table
lecture_72,U6,6,∂L/∂w = (ŷ - y)x,equation
lecture_72,U7,7,L = (1/n) Σ (y - ŷ)^2,equation
lecture_72,U8,8,Visualization of decision boundary,diagram
lecture_72,U9,9,Graphical illustration of gradient descent,diagram
lecture_72,U10,10,Graphical illustration of gradient descent,diagram
lecture_72,U11,11,L = (1/n) Σ (y - ŷ)^2,equation
lecture_72,U12,12,Comparison table of algorithm performance metrics,table
lecture_72,U13,13,Overview of neural networks and activation functions,text
lecture_72,U14,14,Flowchart of machine learning pipeline,diagram
lecture_72,U15,15,Evaluation metrics table including precision recall and F1,table
lecture_72,U16,16,softmax(z_i) = e^{z_i} / Σ e^{z_j},equation
lecture_72,U17,17,Training data table with input-output pairs,table
lecture_72,U18,18,Flowchart of machine learning pipeline,diagram
lecture_72,U19,19,y = wx + b,equation
lecture_72,U20,20,y = wx + b,equation
lecture_73,U1,1,Overview of neural networks and activation functions,text
lecture_73,U2,2,Explanation of feature scaling and normalization,text
lecture_73,U3,3,y = wx + b,equation
lecture_73,U4,4,Dataset statistics table showing samples and features,table
lecture_73,U5,5,Training data table with input-output pairs,table
lecture_73,U6,6,Flowchart of machine learning pipeline,diagram
